date,lower,projected,upper
2020-09-09,56.0,116.434478967,184.0
2020-09-10,55.0,114.32826963299999,181.0
2020-09-11,53.0,112.23316298700001,179.0
2020-09-12,51.0,110.151738331,176.0
2020-09-13,50.0,108.086370469,173.0
2020-09-14,48.0,106.03899769700001,171.0
2020-09-15,47.0,104.01159995200001,168.0
2020-09-16,45.0,102.00618423899999,165.0
2020-09-17,44.0,100.02473784700001,163.0
2020-09-18,43.0,98.0691383033,162.0
2020-09-19,41.0,96.1407626619,160.0
2020-09-20,40.0,94.2409590304,157.0
2020-09-21,39.0,92.37105343719999,154.0
2020-09-22,37.0,90.53233089,152.0
2020-09-23,36.0,88.725988771,150.0
2020-09-24,35.0,86.95238133790001,148.0
2020-09-25,34.0,85.2119000814,146.0
2020-09-26,33.0,83.5049574612,143.0
2020-09-27,32.0,81.83195035279999,140.0
2020-09-28,31.0,80.193189245,138.0
2020-09-29,30.0,78.5888218077,136.0
2020-09-30,29.0,77.0189081187,134.0
2020-10-01,28.0,75.48347905760001,131.0
2020-10-02,27.0,73.982543888,129.0
2020-10-03,26.0,72.51609053,127.0
2020-10-04,25.0,71.0840530704,125.0
2020-10-05,24.0,69.6863014561,124.0
2020-10-06,23.0,68.32265147,124.0
2020-10-07,22.0,66.9928703871,122.0
2020-10-08,21.0,65.6966800278,120.0
2020-10-09,20.0,64.433750492,119.0
2020-10-10,19.0,63.2037029367,118.0
2020-10-11,19.0,62.006102203699996,116.0
2020-10-12,18.0,60.840452283400005,116.0
2020-10-13,17.0,59.706218229899996,116.0
2020-10-14,17.0,58.6028407091,115.0
2020-10-15,17.0,57.529722014200004,114.0
2020-10-16,16.0,56.4862225035,113.0
2020-10-17,15.0,55.4716631998,111.0
2020-10-18,15.0,54.48532438270001,111.0
2020-10-19,15.0,53.5264922644,110.0
2020-10-20,14.0,52.5944573533,110.0
2020-10-21,13.0,51.6884922917,110.0
2020-10-22,13.0,50.807864457,109.0
2020-10-23,12.0,49.9518304937,110.0
2020-10-24,12.0,49.119671608100006,109.0
2020-10-25,11.0,48.3106679735,109.0
2020-10-26,11.0,47.524094648900004,109.0
2020-10-27,10.0,46.7592513528,109.0
2020-10-28,10.0,46.0154383213,109.0
2020-10-29,10.0,45.291968927700005,109.0
2020-10-30,9.0,44.58816464109999,109.0
2020-10-31,9.0,43.9033487583,109.0
2020-11-01,8.0,43.236864545799996,109.0
