date,lower,projected,upper
2020-09-29,41.0,79.1159795992,124.0
2020-09-30,39.0,77.1284454141,122.0
2020-10-01,38.0,75.1932872459,120.0
2020-10-02,37.0,73.3091575773,119.0
2020-10-03,36.0,72.1173943309,119.0
2020-10-04,34.0,70.9538316762,118.0
2020-10-05,33.0,69.8183051485,117.0
2020-10-06,32.0,68.7106417544,116.0
2020-10-07,31.0,67.6306707018,115.0
2020-10-08,30.0,66.5782246344,114.0
2020-10-09,29.0,65.5531139261,113.0
2020-10-10,28.0,64.5551246536,113.0
2020-10-11,27.0,63.5840222346,112.0
2020-10-12,27.0,62.6395551224,112.0
2020-10-13,26.0,61.7214729375,111.0
2020-10-14,25.0,60.8295384695,111.0
2020-10-15,24.0,59.963505445299994,111.0
2020-10-16,23.0,59.1231193709,111.0
2020-10-17,23.0,58.3081213521,110.0
2020-10-18,22.0,57.5182546791,109.0
2020-10-19,22.0,56.7532851816,110.0
2020-10-20,21.0,56.012981008900006,111.0
2020-10-21,20.0,55.297112552200005,111.0
2020-10-22,19.0,54.605453400600005,111.0
2020-10-23,19.0,53.937783532,113.0
2020-10-24,18.0,53.2933762296,112.0
2020-10-25,17.0,52.6721083241,112.0
2020-10-26,17.0,52.0738598854,113.0
2020-10-27,16.0,51.4985158775,114.0
2020-10-28,16.0,50.9459702567,115.0
2020-10-29,15.0,50.416131875699996,115.0
2020-10-30,15.0,49.908921588000005,115.0
2020-10-31,14.0,49.4242699826,116.0
2020-11-01,13.0,48.9621166475,116.0
